insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2332','24Q2',72.8,-11.2,-13.4,17.2,-4.08,-19.2,23.6,-1.7,-1.96,-3.97,-197,-2.69,-5.08,-0.31,-5.56,-106,0.41,-6.58,-0.05,-0.93,0.52,-10.6,0.36,-6.61);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2332','2023',159,-11.4,-6.66,38.4,-4.7,-10.9,24.1,-1.15,1.26,-4.26,-77.2,0.79,-2.44,5.68,4.58,420,4.38,2.85,0.95,0.77,6.6,3.79,4.35,2.61);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2332','2022',171,15.5,10,43.1,1.26,3.01,25.3,-1.72,5.53,3.83,225,3.24,2.14,1.09,-1.3,-54.3,1.52,-0.52,0.18,-0.2,2.81,-0.59,1.74,-0.35);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2332','2021',155,3.45,2.28,41.9,-5.87,-12.3,27,-4.48,1.7,0.9,112,1.09,0.57,2.39,-10,-80.7,2.05,-6.58,0.38,-1.52,3.39,-10.6,2.09,-6.19);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2332','2020',152,-18.2,-10.7,47.8,0.36,0.75,31.5,3.57,0.8,4.65,121,0.53,2.79,12.4,17.5,344,8.63,11.2,1.9,2.68,14,18.8,8.28,10.9);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2332','2019',170,-23.9,-12.3,47.4,-8.62,-15.4,27.9,-1.02,-3.85,-6.34,-255,-2.26,-3.55,-5.08,-6.15,-578,-2.6,-3.35,-0.78,-0.94,-4.76,-6.29,-2.65,-3.49);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2332','2018',194,0.67,0.35,56,4.03,7.76,28.9,1.99,2.49,7.07,154,1.28,3.65,1.06,3,155,0.75,1.64,0.16,0.46,1.53,3.31,0.84,1.78);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2332','2017',193,-36.1,-15.7,52,-8.18,-13.6,26.9,0.66,-4.58,3.98,46.5,-2.37,1.36,-1.93,7.6,79.7,-0.89,3.08,-0.3,1.2,-1.78,6.89,-0.94,3.53);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2332','2016',229,-36.9,-13.9,60.2,-4.16,-6.47,26.2,2.08,-8.55,7.32,46.1,-3.73,2.23,-9.54,9.17,49,-3.97,2.89,-1.5,1.4,-8.67,6.39,-4.48,3.35);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2332','2015',266,-36.9,-12.2,64.3,-18.4,-22.2,24.2,-3.13,-15.9,-18.9,-617,-5.96,-6.98,-18.7,-19.3,-3140,-6.86,-7.23,-2.9,-3,-15.1,-15.9,-7.82,-8.27);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2332','2014',303,-2.53,-0.83,82.7,2.06,2.55,27.3,0.9,3.07,-0.91,-22.9,1.01,-0.29,0.62,-5.86,-90.5,0.37,-1.85,0.1,-0.96,0.83,-4.13,0.45,-2.3);
