insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('9934','24Q2',92,-0.08,-0.09,32.4,6.04,22.9,35.2,6.59,5.13,3.61,238,5.58,3.93,3.45,1.36,65.2,3.75,1.48,0.84,0.3,11.4,3.17,4.29,1.75);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('9934','2023',183,-19,-9.39,56.2,6.57,13.2,30.7,6.13,3.31,10.3,148,1.81,5.26,6.05,14.9,168,3.3,7.7,1.52,4,11.4,29.5,3.77,9.2);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('9934','2022',202,7.2,3.69,49.6,1.64,3.42,24.6,-0.06,-6.97,-8.54,-542,-3.45,-4.26,-8.89,-9.02,-7046,-4.4,-4.46,-2.48,-2.52,-18.1,-18.3,-5.42,-5.5);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('9934','2021',195,27.2,16.2,48,1.82,3.95,24.6,-2.9,1.58,-3.08,-66.1,0.81,-1.97,0.13,-2.75,-95.5,0.07,-1.65,0.04,-0.77,0.24,-4.94,0.08,-1.68);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('9934','2020',168,-2.48,-1.46,46.2,-1.81,-3.78,27.5,-0.66,4.65,0.74,19,2.77,0.48,2.87,-0.48,-14.2,1.71,-0.26,0.81,-0.13,5.18,-0.64,1.76,-0.59);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('9934','2019',170,-8.56,-4.79,48,-0.96,-1.97,28.2,0.81,3.91,-2.35,-37.5,2.3,-1.2,3.35,-2.83,-45.8,1.97,-1.49,0.94,-0.75,5.82,-4.43,2.34,-2.4);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('9934','2018',179,-0.31,-0.17,48.9,-1.82,-3.58,27.4,-0.97,6.26,-3.51,-35.9,3.5,-1.96,6.18,-0.8,-11.5,3.46,-0.48,1.69,-0.29,10.3,-1.77,4.74,-0.56);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('9934','2017',179,-13.9,-7.22,50.8,-5.81,-10.3,28.3,-0.97,9.77,3.95,67.9,5.46,2.44,6.98,11.6,251,3.95,6.45,1.98,3.29,12,19.5,5.31,8.6);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('9934','2016',193,-6.45,-3.24,56.6,1.44,2.61,29.3,1.67,5.82,0.4,7.32,3.01,0.3,-4.63,-9.66,-192,-2.5,-5.04,-1.31,-2.73,-7.44,-14.6,-3.29,-6.39);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('9934','2015',199,-0.38,-0.19,55.1,2.17,4.1,27.6,1.14,5.42,1.46,37,2.72,0.74,5.03,3.48,226,2.54,1.75,1.42,0.98,7.13,4.81,3.1,2.16);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('9934','2014',200,11.7,6.24,53,2.91,5.81,26.5,-0.11,3.96,2.82,246,1.98,1.37,1.54,-17.7,-92,0.79,-9.54,0.44,-5.93,2.32,-27.4,0.94,-11.3);
