insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6516','24Q2',1.8,-0.71,-28.3,1.1,-0.13,-10.4,61.2,12.2,0.13,-0.24,-66.2,6.94,-7.78,0.37,0,0.32,20.3,5.79,0.72,0,7.16,-0.05,5.83,-0.12);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6516','2023',5.05,0.24,5.07,2.42,-0.06,-2.54,47.9,-3.74,0.54,-0.33,-38,10.6,-7.38,0.61,-0.18,-22.8,12.1,-4.35,1.2,-0.51,5.93,-1.87,4.91,-1.83);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6516','2022',4.81,1.37,40,2.49,0.55,28.3,51.7,-4.71,0.87,0.54,170,18,8.65,0.79,0.33,71.4,16.4,3.01,1.71,0.62,7.8,3.08,6.74,2.63);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6516','2021',3.44,0.69,25,1.94,0.57,41.4,56.4,6.52,0.32,0.52,260,9.35,16.6,0.46,0.41,751,13.4,11.4,1.09,0.95,4.72,4.16,4.11,3.62);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6516','2020',2.75,0.2,7.74,1.37,0.09,6.91,49.8,-0.39,-0.2,-0.14,-211,-7.29,-4.77,0.05,0.03,101,1.97,0.91,0.14,0.06,0.56,0.17,0.49,0.15);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6516','2019',2.55,-0.77,-23.2,1.28,-0.16,-11.2,50.2,6.75,-0.06,-0.42,-118,-2.52,-13.3,0.03,-0.36,-93.1,1.06,-10.7,0.08,-1.38,0.39,-9.75,0.34,-8.06);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6516','2018',3.32,0.41,14.3,1.44,0.04,3.05,43.5,-4.73,0.36,0.05,16,10.8,0.16,0.39,0.16,66.6,11.8,3.7,1.46,0.42,10.1,3.63,8.41,3.03);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6516','2017',2.91,0.06,2.11,1.4,0.01,0.59,48.2,-0.73,0.31,0.08,35.7,10.7,2.64,0.23,0.04,22.2,8.07,1.33,1.04,0.04,6.51,0.85,5.38,0.7);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6516','2016',2.85,0.01,0.25,1.39,-0.12,-7.89,48.9,-4.33,0.23,0.04,19.8,8.02,1.31,0.19,0.03,20.5,6.75,1.14,1,0.02,5.66,0.71,4.68,0.49);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6516','2015',2.84,-0.39,-12,1.51,-0.06,-3.66,53.3,4.58,0.19,-0.13,-39.9,6.72,-3.13,0.16,-0.11,-40.5,5.61,-2.69,0.98,-1.43,4.94,-7.27,4.19,-5.63);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6516','2014',3.22,0.63,24.4,1.57,0.22,15.9,48.7,-3.59,0.32,0.04,13.9,9.84,-0.91,0.27,0.05,22,8.3,-0.16,2.41,0.34,12.2,-5.58,9.82,-3.07);
