insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1617','24Q2',16.2,2.63,19.3,1.76,0.69,64,10.9,2.96,0.36,0.55,291,2.24,3.65,0.68,0.16,31.3,3.64,0.25,0.43,0.1,5.47,1.1,3.46,0.7);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1617','2023',28.3,-7.54,-21.1,2.26,-0.26,-10.3,7.99,0.96,-0.26,0.17,39.2,-0.92,0.27,0.15,-0.36,-70.9,0.08,-1.06,0.09,-0.24,0.1,-1.9,0.07,-1.11);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1617','2022',35.8,-10.4,-22.5,2.52,-3.04,-54.7,7.03,-5,-0.43,-3.12,-116,-1.19,-7.02,0.51,-1.59,-75.9,1.14,-3.32,0.33,-1.12,2,-9.02,1.18,-5.01);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1617','2021',46.2,16.4,54.8,5.56,1.26,29.3,12,-2.38,2.69,0.76,39.3,5.83,-0.65,2.1,0.63,43,4.46,-0.45,1.45,0.43,11,2.61,6.19,1.11);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1617','2020',29.8,0.76,2.6,4.3,0.83,23.8,14.4,2.47,1.93,1,107,6.48,3.26,1.47,0.58,64.7,4.9,1.84,1.02,0.4,8.41,3.26,5.08,2.03);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1617','2019',29.1,-7.06,-19.5,3.47,-1.32,-27.5,11.9,-1.32,0.93,-1.02,-52.2,3.21,-2.2,0.89,-1.28,-58.9,3.06,-2.93,0.62,-0.88,5.15,-7.47,3.05,-3.54);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1617','2018',36.1,2.65,7.9,4.79,-0.1,-1.97,13.3,-1.34,1.96,-0.36,-15.5,5.41,-1.5,2.17,1.01,87,5.99,2.54,1.5,0.69,12.6,5.47,6.59,3.03);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1617','2017',33.5,6.59,24.5,4.89,1.22,33.4,14.6,0.97,2.32,1.05,83,6.91,2.21,1.16,0.29,33.9,3.46,0.24,0.81,0.21,7.15,1.75,3.56,0.76);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1617','2016',26.9,-2.08,-7.18,3.67,1.04,39.5,13.6,4.56,1.26,1,383,4.7,3.8,0.87,0.31,55.3,3.22,1.28,0.6,0.21,5.4,1.98,2.8,1.04);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1617','2015',29,-7.12,-19.7,2.63,-0.41,-13.4,9.06,0.66,0.26,-0.42,-61.8,0.9,-0.99,0.56,0.05,10.7,1.94,0.59,0.39,0.04,3.43,0.42,1.75,0.26);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1617','2014',36.1,-2.05,-5.39,3.03,0.54,21.7,8.4,1.87,0.69,0.4,139,1.9,1.15,0.5,0.33,198,1.35,0.92,0.35,0.23,3.01,1.95,1.49,1);
