insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2428','24Q2',35.1,-0.24,-0.69,14.4,1.34,10.3,41.1,4.08,8.52,0.99,13.2,24.3,2.98,7.71,1.59,26.1,21.8,4.38,6.01,1.24,15.8,1.86,10.4,1.39);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2428','2023',70.8,-3.86,-5.17,27.4,1.1,4.19,38.8,3.48,15.9,1.92,13.7,22.5,3.74,13.1,-0.66,-4.81,18.5,-0.1,10.21,-0.51,14.3,-1.89,9.57,-0.95);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2428','2022',74.6,-0.37,-0.5,26.3,-6.06,-18.7,35.3,-7.9,14,-7.25,-34.1,18.8,-9.57,13.7,-2.03,-12.9,18.6,-2.58,10.72,-1.59,16.1,-4.09,10.5,-2.9);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2428','2021',75,15.8,26.7,32.4,5.25,19.3,43.2,-2.66,21.2,2.82,15.3,28.3,-2.8,15.8,1.92,13.9,21.2,-2.11,12.31,1.5,20.2,0.46,13.4,-0.54);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2428','2020',59.2,1.06,1.82,27.1,3.74,16,45.9,5.6,18.4,3.94,27.2,31.1,6.21,13.9,2.69,24.1,23.3,4.14,10.81,2.1,19.8,2.04,14,0.84);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2428','2019',58.1,-2.06,-3.42,23.4,0.99,4.42,40.3,3.02,14.5,0.64,4.61,24.9,1.91,11.2,1.33,13.6,19.2,2.76,8.71,1.04,17.7,0.86,13.1,0.69);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2428','2018',60.2,1.93,3.32,22.4,1.89,9.2,37.2,2.01,13.9,1.46,11.8,23,1.74,9.83,-1.02,-9.38,16.4,-2.12,7.67,-0.8,16.9,-3.33,12.4,-1.99);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2428','2017',58.3,4.19,7.74,20.5,3.74,22.3,35.2,4.18,12.4,2.45,24.6,21.3,2.88,10.8,1.84,20.4,18.5,2.04,8.47,1.44,20.2,1.95,14.4,1.45);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2428','2016',54.1,2.92,5.71,16.8,2.25,15.5,31,2.63,9.94,1.39,16.2,18.4,1.66,9.01,2.12,30.9,16.5,3.11,7.03,1.63,18.3,3.2,13,1.89);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2428','2015',51.2,5.6,12.3,14.5,2.2,17.8,28.4,1.34,8.56,1.42,19.9,16.7,1.06,6.88,0.69,11.2,13.4,-0.57,5.4,0.53,15.1,-0.43,11.1,-0.35);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2428','2014',45.6,2.86,6.69,12.3,1.44,13.2,27.1,1.56,7.14,0.57,8.72,15.7,0.29,6.19,1.1,21.5,14,2.62,4.87,0.86,15.5,2.3,11.4,2.15);
