insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1225','24Q2',63.8,-8.95,-12.3,5.48,1.28,30.5,8.59,2.81,2.41,1.19,98.1,3.78,2.11,2.07,1.02,97.3,3.57,2.06,0.9,0.42,11.8,5.87,5.31,2.86);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1225','2023',145,-7.31,-4.78,11,1.03,10.3,7.59,1.04,4.63,1.02,28.3,3.18,0.82,3.68,-0.01,-0.3,2.81,0.54,1.6,-0.09,10.5,1.52,4.51,0.76);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1225','2022',153,21.7,16.6,10,-1.57,-13.5,6.55,-2.28,3.61,-1.7,-32,2.36,-1.69,3.69,-0.84,-18.6,2.27,-1.44,1.69,-0.38,8.99,-3.81,3.74,-2.05);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1225','2021',131,28.9,28.3,11.6,0.45,4.01,8.83,-2.06,5.31,0.23,4.46,4.05,-0.92,4.53,0.77,20.6,3.72,-0.38,2.07,0.35,12.8,1.48,5.79,0.38);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1225','2020',102,-4.33,-4.07,11.1,0.63,5.95,10.9,1.03,5.08,0.62,14,4.98,0.79,3.76,0.37,10.8,4.09,0.38,1.72,0.17,11.3,0.41,5.41,-0.17);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1225','2019',106,-5.97,-5.31,10.5,1.4,15.4,9.86,1.77,4.46,1.04,30.4,4.19,1.15,3.39,0.83,32.6,3.71,1.04,1.55,0.38,10.9,2.61,5.58,1.11);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1225','2018',112,4.86,4.52,9.1,-1.26,-12.2,8.09,-1.54,3.42,-1.27,-27.1,3.04,-1.32,2.56,0.09,3.55,2.67,-0.31,1.17,0.04,8.3,-0.46,4.47,-0.22);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1225','2017',108,-1.62,-1.48,10.4,-1.49,-12.6,9.63,-1.22,4.69,-1.41,-23.1,4.36,-1.23,2.47,-1.38,-35.9,2.98,-1.48,1.13,-0.63,8.76,-4.84,4.69,-2.63);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1225','2016',109,0.35,0.32,11.8,3.8,47.2,10.9,3.46,6.1,-2.87,-32,5.59,-2.65,3.85,-1.73,-31,4.46,-0.98,1.76,-0.79,13.6,-4.84,7.32,-1.75);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1225','2015',109,-15.2,-12.3,8.05,1.58,24.3,7.39,2.18,8.97,7.81,670,8.24,7.3,5.58,5.13,1139,5.43,4.94,2.55,2.33,18.4,16.3,9.07,8.1);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1225','2014',124,-18,-12.7,6.47,-0.35,-5.12,5.22,0.42,1.17,-0.34,-22.5,0.94,-0.12,0.45,-0.17,-27.6,0.49,-0.02,0.22,-0.1,2.17,-0.61,0.97,-0.14);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1225','2013',142,-6.59,-4.43,6.82,1.06,18.5,4.8,0.93,1.5,0.72,92.6,1.06,0.53,0.62,0.22,54.5,0.51,0.21,0.32,0.11,2.79,1.01,1.11,0.45);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1225','2012',149,2.78,1.91,5.76,0.06,1.06,3.87,-0.03,0.78,-0.04,-4.85,0.53,-0.04,0.4,-0.03,-6.43,0.3,0.05,0.21,-0.03,1.78,0.34,0.67,0.11);
