insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2102','24Q2',1.14,-2.74,-70.7,0.07,1.56,105,6.55,44.8,-1.22,6.33,83.9,-107,87.7,-1.58,6.12,79.5,-139,59.5,-0.34,1.34,-4.45,38.6,-2.31,13.6);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2102','2023',4.78,-11.4,-70.4,-2.97,-2.66,-855,-62,-60.1,-10.8,-3.48,-47.8,-225,-180,-17.3,-3.73,-27.5,-361,-278,-3.76,-0.81,-31,-1.76,-14.5,-1.97);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2102','2022',16.2,0.54,3.48,-0.31,7.04,95.8,-1.92,45.1,-7.29,11.2,60.6,-45.1,73.3,-13.6,9.94,42.3,-83.9,66.6,-2.95,2.16,-29.2,7.37,-12.6,5.41);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2102','2021',15.6,-41.4,-72.6,-7.35,-20.4,-156,-47.1,-69.9,-18.5,-21,-848,-118,-123,-23.5,-24.6,-2208,-151,-152,-5.11,-5.35,-36.6,-38.1,-18,-18.8);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2102','2020',57,11.6,25.6,13,6.16,89.8,22.8,7.72,2.47,6.33,164,4.33,12.8,1.11,7.81,117,1.95,16.7,0.24,1.7,1.5,10.2,0.79,5.61);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2102','2019',45.4,-4.67,-9.33,6.86,3.39,97.5,15.1,8.17,-3.86,5.37,58.2,-8.5,9.93,-6.7,5.56,45.4,-14.7,9.73,-1.46,1.21,-8.73,5.63,-4.82,3.47);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2102','2018',50.1,-5.77,-10.3,3.47,-3.43,-49.7,6.93,-5.42,-9.23,-4.75,-106,-18.4,-10.4,-12.3,-5.27,-75.6,-24.5,-12,-2.67,-1.15,-14.4,-6.97,-8.28,-3.57);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2102','2017',55.9,2.54,4.77,6.9,-3.92,-36.2,12.4,-7.94,-4.48,-4.79,-1573,-8.03,-8.6,-6.98,-6.89,-7426,-12.5,-12.3,-1.52,-1.5,-7.39,-7.3,-4.72,-4.65);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2102','2016',53.3,-22,-29.3,10.8,-7.87,-42.1,20.3,-4.51,0.3,-6.24,-95.4,0.57,-8.12,-0.09,-5.55,-102,-0.17,-7.47,-0.02,-1.24,-0.09,-5.61,-0.07,-4.38);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2102','2015',75.4,-1.29,-1.68,18.7,2.37,14.5,24.8,3.51,6.55,1.26,23.9,8.69,1.8,5.45,1.22,28.9,7.3,1.74,1.22,0.27,5.51,1.05,4.31,0.96);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2102','2014',76.6,-6.24,-7.53,16.3,-1.66,-9.22,21.3,-0.4,5.28,-2.6,-33,6.89,-2.62,4.23,-2.15,-33.7,5.55,-2.15,0.95,-0.6,4.47,-2.7,3.35,-1.62);
