insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5465','24Q2',23.5,-3.73,-13.7,3.19,-0.46,-12.6,13.6,0.18,1.53,-0.41,-21.2,6.53,-0.62,1.42,-0.25,-14.7,7.6,0.12,0.96,-0.17,12.7,-2.55,7.65,-1.68);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5465','2023',54.4,11.5,26.9,6.97,0.39,5.96,12.8,-2.54,3.58,0.24,7.17,6.59,-1.21,2.89,-0.1,-3.21,6.49,-1.51,1.96,-0.06,12.8,-0.33,7.86,-0.28);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5465','2022',42.8,-12.1,-22,6.58,-0.63,-8.78,15.4,2.23,3.34,0.53,19,7.8,2.69,2.99,0.96,47.2,8,3.75,2.02,0.75,13.1,4.05,8.14,3.51);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5465','2021',55,-6.21,-10.1,7.21,0.33,4.79,13.1,1.87,2.81,0.05,1.93,5.11,0.61,2.03,0.15,8.05,4.25,0.73,1.27,0.12,9.06,0.8,4.63,0.7);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5465','2020',61.2,11.1,22.1,6.88,1.87,37.4,11.3,1.26,2.75,1.38,101,4.5,1.76,1.88,0.37,24.5,3.52,0,1.15,0.23,8.25,1.31,3.93,0.67);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5465','2019',50.1,11.8,30.9,5.01,0.98,24.2,10,-0.54,1.37,0.6,76.7,2.74,0.71,1.51,0.89,143,3.52,1.9,0.92,0.51,6.94,3.96,3.25,1.73);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5465','2018',38.3,20.7,117,4.03,-0.05,-1.22,10.5,-12.6,0.78,-0.76,-49.6,2.03,-6.72,0.62,-0.37,-37.2,1.62,-3.98,0.41,-0.28,2.98,-3.1,1.52,-2.68);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5465','2017',17.6,-2.58,-12.8,4.08,-0.03,-0.81,23.2,2.8,1.54,0.52,50.8,8.75,3.69,0.99,-0.02,-1.93,5.61,0.55,0.69,-0.01,6.08,0.04,4.2,0.31);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5465','2016',20.2,-4.37,-17.8,4.11,0.5,14,20.4,5.68,1.02,0.89,661,5.06,4.52,1.01,0.58,138,5.06,3.15,0.7,0.41,6.05,3.39,3.89,2.41);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5465','2015',24.6,0.31,1.28,3.61,-0.82,-18.5,14.7,-3.56,0.13,-0.75,-84.9,0.55,-3.11,0.42,-0.41,-49.2,1.91,-1.74,0.29,-0.29,2.66,-2.67,1.48,-1.42);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5465','2014',24.3,4.83,24.9,4.43,0.68,18,18.3,-1.06,0.89,0.7,370,3.66,2.68,0.83,0.48,136,3.66,1.74,0.58,0.35,5.32,2.82,2.91,1.38);
