insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1312','24Q2',83.1,2.03,2.51,3.35,1.96,140,4.03,2.31,-5.52,0.56,9.16,-6.64,0.85,-7.4,0.84,10.2,-9.13,0.97,-0.67,0.25,-4.12,0.53,-2.37,0.36);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1312','2023',157,-24.6,-13.5,4.48,-4.23,-48.5,2.85,-1.94,-10.9,-3.05,-38.7,-6.95,-2.62,-14.4,-9.44,-191,-9.27,-6.77,-1.59,-1.03,-4.01,-2.81,-2.38,-1.55);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1312','2022',182,-43.7,-19.4,8.71,-37.7,-81.2,4.79,-15.8,-7.87,-37,-127,-4.33,-17.2,-4.94,-63.7,-108,-2.5,-29.5,-0.56,-7.03,-1.21,-18.5,-0.83,-15.1);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1312','2021',225,59.7,36,46.4,15.4,49.4,20.6,1.85,29.1,11.6,65.8,12.9,2.32,58.8,17.7,43.1,27,0.88,6.47,1.95,17.3,2.47,14.3,1.52);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1312','2020',166,-38.9,-19,31.1,4.68,17.7,18.7,5.85,17.6,3.87,28.2,10.6,3.9,41.1,20.4,98.5,26.1,15.4,4.52,2.25,14.8,6.57,12.7,5.65);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1312','2019',205,-42.7,-17.3,26.4,-14.2,-34.9,12.9,-3.5,13.7,-13.7,-50,6.69,-4.38,20.7,-8.9,-30.1,10.6,-2.1,2.27,-0.99,8.23,-4.6,7.09,-3.8);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1312','2018',247,13.9,5.95,40.6,2.61,6.89,16.4,0.14,27.4,2.55,10.3,11.1,0.43,29.6,-3.29,-9.99,12.7,-2.03,3.26,-0.38,12.8,-2.72,10.9,-2.12);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1312','2017',234,34.3,17.2,37.9,3.7,10.8,16.2,-0.94,24.8,3.17,14.6,10.6,-0.24,32.9,8.88,37,14.8,1.82,3.64,0.99,15.6,2.59,13,2.29);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1312','2016',199,-1.06,-0.53,34.2,3.83,12.6,17.2,2,21.7,3.42,18.7,10.9,1.76,24,9.28,63.1,12.9,4.7,2.65,1.03,13,3.98,10.7,3.76);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1312','2015',200,-43.2,-17.7,30.4,14.5,91,15.2,8.64,18.3,13.8,311,9.12,7.29,14.7,11.8,403,8.25,6.23,1.62,1.31,8.98,6.26,6.95,4.96);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1312','2014',243,-19.5,-7.41,15.9,-16.6,-51,6.54,-5.82,4.44,-15.8,-78.1,1.82,-5.88,2.93,-16.6,-85,2.02,-6.21,0.31,-1.84,2.72,-9.86,1.99,-6.87);
