insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1526','24Q2',3.84,-2.37,-38.2,1.06,-0.79,-42.9,27.6,-2.26,-0.09,-0.63,-116,-2.23,-11,0.02,-0.68,-97.6,0.43,-10.7,0.03,-1.12,0.24,-9.52,0.12,-4.77);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1526','2023',9.95,-12,-54.7,2.87,-4.71,-62.1,28.9,-5.64,0.31,-4.29,-93.3,3.08,-17.9,0.46,-3.41,-88.2,4.57,-13,0.76,-5.68,3.22,-25.2,1.63,-11.9);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1526','2022',22,3.1,16.4,7.58,2.16,39.8,34.5,5.77,4.6,1.2,35.4,20.9,2.93,3.87,1.24,47,17.6,3.67,6.44,2.06,28.4,6.71,13.5,2.24);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1526','2021',18.9,6.41,51.4,5.42,2.61,92.7,28.7,6.16,3.4,2.08,157,18,7.39,2.63,0.85,47.5,13.9,-0.37,4.38,1.41,21.7,5.01,11.2,0.97);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1526','2020',12.5,1.13,9.99,2.81,0.08,2.94,22.6,-1.54,1.32,0.21,18.5,10.6,0.77,1.78,0.98,123,14.3,7.23,2.97,1.63,16.7,8.65,10.3,5.51);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1526','2019',11.3,-1.37,-10.8,2.73,-0.53,-16.3,24.1,-1.59,1.12,-0.26,-19,9.84,-0.99,0.8,-0.56,-41.1,7.07,-3.64,1.34,-1.35,8.06,-7.53,4.77,-2.21);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1526','2018',12.7,-0.69,-5.15,3.27,-0.4,-10.8,25.7,-1.63,1.38,-0.77,-35.9,10.8,-5.19,1.36,0,0.3,10.7,0.58,2.69,-0.02,15.6,-3.43,6.98,-0.58);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1526','2017',13.4,3.85,40.3,3.66,1.07,41.5,27.3,0.23,2.15,0.92,75.6,16,3.22,1.36,0.46,50.9,10.1,0.71,2.71,0.91,19,4.86,7.56,0.99);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1526','2016',9.55,0.52,5.75,2.59,0.54,26.2,27.1,4.39,1.22,0.5,69.4,12.8,4.81,0.9,0.17,23.7,9.42,1.37,1.8,0.35,14.2,1.41,6.57,0.4);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1526','2015',9.03,1.47,19.4,2.05,0.31,17.6,22.7,-0.36,0.72,0.16,27.5,7.99,0.5,0.73,0.18,33.8,8.05,0.86,1.45,0.36,12.7,2.09,6.18,0.89);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1526','2014',7.56,0.48,6.84,1.74,0.3,20.9,23.1,2.68,0.57,0.19,51.8,7.49,2.22,0.54,0.19,55.2,7.19,2.24,1.09,0.39,10.6,3.09,5.29,1.78);
