insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6182','24Q2',42.5,-10,-19.1,10.1,-8.93,-46.8,23.9,-12.5,1.06,-8.3,-88.6,2.5,-15.3,0.04,-4.35,-99.2,2.85,-11,0.01,-0.8,1.14,-6.81,0.81,-4.29);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6182','2023',100,-26.3,-20.7,32.5,-19.2,-37.2,32.3,-8.45,13.7,-19.7,-59,13.6,-12.7,5.69,-16,-73.7,11,-12.7,1.05,-2.95,6.01,-11,4.02,-6.69);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6182','2022',127,23.4,22.6,51.7,15.5,42.8,40.8,5.77,33.3,13.4,67.6,26.3,7.06,21.6,11.1,106,23.7,8.78,4,1.98,17,6.6,10.7,4.64);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6182','2021',103,29.2,39.3,36.2,16,79.7,35,7.85,19.9,12.6,171,19.2,9.34,10.5,5.32,103,14.9,5.6,2.02,1,10.4,5.06,6.06,3.04);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6182','2020',74.2,-2.55,-3.32,20.1,-6.48,-24.4,27.1,-7.55,7.34,-5.71,-43.7,9.89,-7.11,5.19,-7.13,-57.9,9.31,-7.83,1.02,-1.39,5.31,-4.89,3.02,-3.28);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6182','2019',76.8,-15.3,-16.6,26.6,-7.53,-22.1,34.7,-2.42,13,-9.34,-41.7,17,-7.32,12.3,-6.77,-35.4,17.1,-7.56,2.41,-1.39,10.2,-9.86,6.3,-6.51);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6182','2018',92.1,28.3,44.4,34.2,18.9,123,37.1,13.1,22.4,16.1,254,24.3,14.4,19.1,16.1,535,24.7,17.5,3.8,3.13,20.1,14,12.8,9.67);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6182','2017',63.8,9.76,18.1,15.3,11.4,297,24,16.8,6.32,11.1,233,9.91,18.7,3.01,17.9,120,7.16,34.4,0.67,4.22,6.07,31,3.15,13.4);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6182','2016',54,0.33,0.61,3.85,-6.71,-63.5,7.13,-12.5,-4.74,-6.59,-356,-8.78,-12.2,-14.9,-15.2,-5536,-27.2,-26.7,-3.55,-3.62,-25,-24.5,-10.3,-10.1);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6182','2015',53.7,-3.9,-6.77,10.6,7.47,242,19.7,14.3,1.85,8.19,129,3.45,14.5,0.27,7.71,104,-0.56,13.7,0.07,2.22,-0.45,11.8,-0.19,4.71);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6182','2014',57.6,3.12,5.73,3.09,-2.24,-42.1,5.37,-4.43,-6.34,-2,-46.1,-11,-3.04,-7.43,-3.18,-74.6,-14.3,-2.64,-2.15,-0.75,-12.2,-2.96,-4.9,-1.28);
