insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3094','24Q2',0.79,-0.58,-42.3,0.53,-0.4,-43.2,67.3,-1.05,-0.16,-0.34,-189,-20.2,-33.3,0.05,-0.3,-85.2,6.57,-19,0.06,-0.36,1.02,-5.68,0.9,-4.86);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3094','2023',2.43,-0.65,-21,1.64,-0.56,-25.6,67.5,-4.13,0.15,-0.49,-76.5,6.18,-14.6,0.51,-0.18,-26.5,20.9,-1.56,0.61,-0.23,4.84,-1.71,4.33,-1.51);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3094','2022',3.07,0.24,8.33,2.2,0.18,9.06,71.6,0.48,0.64,0.07,12.9,20.8,0.84,0.69,-0.01,-0.91,22.5,-2.1,0.84,-0.01,6.54,-0.13,5.83,-0.14);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3094','2021',2.83,0.5,21.4,2.02,0.45,28.6,71.1,3.98,0.57,0.36,179,19.9,11.3,0.7,0.36,108,24.6,10.3,0.85,0.44,6.67,3.56,5.97,3.18);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3094','2020',2.34,-0.09,-3.71,1.57,-0.04,-2.65,67.1,0.73,0.2,0.1,98.6,8.66,4.46,0.33,-0.08,-19.2,14.3,-2.77,0.41,-0.09,3.11,-0.56,2.79,-0.6);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3094','2019',2.43,-0.19,-7.11,1.61,-0.13,-7.33,66.4,-0.16,0.1,0,2.06,4.2,0.38,0.41,0.04,9.99,17.1,2.56,0.5,0.06,3.67,0.45,3.39,0.33);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3094','2018',2.61,-0.46,-15,1.74,-0.36,-17.3,66.6,-1.79,0.1,-0.43,-81.3,3.82,-13.5,0.38,-0.15,-28.1,14.5,-2.36,0.44,-0.19,3.23,-1.06,3.06,-0.98);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3094','2017',3.07,-0.05,-1.66,2.1,-0.07,-3.36,68.4,-1.2,0.53,-0.05,-8.57,17.4,-1.31,0.52,-0.19,-26.6,16.9,-5.8,0.63,-0.23,4.29,-1.46,4.04,-1.33);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3094','2016',3.13,-0.16,-4.97,2.17,-0.07,-3.24,69.5,1.24,0.58,0.02,3.6,18.7,1.54,0.71,-0.13,-15.5,22.7,-2.96,0.86,-0.15,5.74,-0.97,5.38,-0.92);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3094','2015',3.29,0.07,2.04,2.25,-0.01,-0.43,68.3,-1.69,0.56,-0.08,-12.4,17.1,-2.81,0.84,0.01,1.38,25.6,-0.16,1.01,0.01,6.71,0.14,6.3,0.09);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3094','2014',3.22,-0.28,-7.97,2.26,-0.2,-8.02,70,-0.04,0.64,0.01,1.7,19.9,1.9,0.83,0.11,15.6,25.8,5.27,1,0.13,6.57,0.84,6.21,0.82);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3094','2013',3.5,-0.25,-6.67,2.45,-0.07,-2.81,70,2.78,0.63,-0.03,-4.03,18,0.5,0.72,0.12,19.9,20.5,4.95,0.87,0.14,5.73,1.05,5.39,0.98);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3094','2012',3.75,0.22,6.36,2.52,0.23,10.2,67.3,2.35,0.66,0.2,44.5,17.5,4.63,0.6,0.09,17.4,15.6,1.93,0.73,0.13,4.68,0.97,4.42,0.92);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3094','2011',3.53,-1.96,-35.7,2.29,-1.37,-37.4,64.9,-1.75,0.46,-1.28,-73.7,12.9,-18.7,0.51,-0.75,-59.4,13.7,-9.19,0.6,-0.93,3.71,-5.78,3.5,-5.38);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3094','2010',5.48,-0.02,-0.39,3.66,0.28,8.4,66.7,5.4,1.74,0.28,19.1,31.6,5.17,1.26,-0.02,-1.73,22.8,-0.43,1.53,-0.09,9.49,-0.84,8.88,-0.83);
