insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1712','24Q2',99.1,2.06,2.13,29,1.9,6.99,29.3,1.33,7.23,-0.21,-2.85,7.29,-0.37,5.7,-0.3,-5.03,5.78,-0.43,1.36,-0.07,13.9,-0.56,7.52,-0.09);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1712','2023',191,-39.3,-17.1,52,-13,-19.9,27.2,-0.98,13.3,-7.05,-34.6,6.96,-1.87,10.5,-5.98,-36.2,5.53,-1.66,2.5,-1.42,12.3,-8.21,6.62,-3.54);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1712','2022',230,44,23.6,65,12.8,24.6,28.2,0.22,20.3,8.89,77.7,8.83,2.69,16.5,7.29,79.2,7.18,2.2,3.92,1.73,20.5,7.76,10.2,4.16);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1712','2021',186,11.6,6.64,52.1,5.11,10.9,28,1.06,11.5,1.67,17.1,6.14,0.55,9.21,2.05,28.7,4.99,0.86,2.19,0.49,12.7,2.55,6,1.23);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1712','2020',175,4.03,2.36,47,1.64,3.61,26.9,0.32,9.78,0.93,10.5,5.59,0.41,7.16,0.41,6.04,4.13,0.14,1.7,0.1,10.2,0.54,4.77,0.27);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1712','2019',171,-10.5,-5.81,45.4,-3.65,-7.44,26.6,-0.47,8.85,-0.55,-5.86,5.18,0,6.75,-0.52,-7.17,3.99,-0.06,1.6,-0.14,9.64,-1.05,4.51,-0.35);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1712','2018',181,8.5,4.92,49.1,1.91,4.05,27.1,-0.22,9.4,0.5,5.66,5.19,0.04,7.27,1.49,25.8,4.05,0.69,1.74,0.24,10.7,1.43,4.86,1.11);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1712','2017',173,9.95,6.11,47.1,2.38,5.31,27.3,-0.21,8.9,2.46,38.2,5.15,1.2,5.78,0.24,4.25,3.35,-0.13,1.5,-0.1,9.26,-0.85,3.75,0.12);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1712','2016',163,-14.4,-8.14,44.8,-1.97,-4.22,27.5,1.12,6.44,-0.3,-4.39,3.95,0.15,5.54,2.02,57.2,3.49,1.45,1.6,0.57,10.1,3.41,3.63,1.36);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1712','2015',177,4.44,2.57,46.7,2.92,6.66,26.4,1.01,6.74,-0.62,-8.42,3.8,-0.46,3.53,-1.54,-30.4,2.03,-0.93,1.03,-0.48,6.7,-3.14,2.28,-1.1);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1712','2014',173,15.7,9.97,43.8,3.86,9.65,25.3,-0.07,7.36,0.1,1.42,4.25,-0.36,5.07,0.51,11.1,2.96,0.13,1.51,0.14,9.84,0.61,3.37,0.06);
