insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5324','24Q2',3.2,0.57,21.8,1.6,0.45,39.5,50.1,6.36,-0.5,0.08,13.3,-15.6,6.32,-0.87,0.1,9.94,-26.5,11.6,-0.39,0.04,-12,1.32,-1.68,0.65);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5324','2023',6.09,1.57,34.7,3.04,1.63,116,49.9,18.7,-0.55,1.28,69.9,-9.08,31.5,-1.19,0.89,42.7,-18.9,31.6,-0.53,0.39,-7.66,6.08,-1.25,1.45);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5324','2022',4.52,-2.84,-38.6,1.41,0,0.34,31.2,12.1,-1.84,-0.03,-1.42,-40.6,-16,-2.08,-1.06,-103,-50.5,-29.9,-0.92,-0.28,-13.7,-3.22,-2.7,-0.44);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5324','2021',7.36,3.67,99.2,1.4,0.9,179,19.1,5.47,-1.81,1.12,38.1,-24.6,54.6,-1.03,-1.17,-813,-20.6,-3.94,-0.64,-0.75,-10.5,-4.33,-2.26,-0.84);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5324','2020',3.7,-3.93,-51.5,0.5,-3.25,-86.6,13.6,-35.6,-2.93,-2.58,-730,-79.2,-74.6,0.14,1.18,114,-16.6,-4.93,0.11,1.08,-6.19,3.28,-1.42,1.54);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5324','2019',7.63,-7.14,-48.3,3.75,-1.43,-27.5,49.2,14.1,-0.35,-1.13,-145,-4.63,-9.9,-1.04,-1.07,-3088,-11.7,-12.7,-0.97,-1,-9.47,-11,-2.96,-3.51);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5324','2018',14.8,4.69,46.6,5.18,0.92,21.5,35.1,-7.22,0.78,0.74,1903,5.28,4.89,0.03,0.42,109,1.03,4.05,0.03,0.39,1.5,4.41,0.55,1.46);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5324','2017',10.1,1.37,15.7,4.26,0.47,12.4,42.3,-1.25,0.04,-0.87,-95.7,0.39,-10,-0.38,-1.14,-151,-3.02,-11.5,-0.36,-1.07,-2.91,-10.4,-0.91,-3.34);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5324','2016',8.7,7.28,511,3.79,2.67,237,43.5,-35.3,0.91,2.59,154,10.4,128,0.75,2.97,134,8.49,171,0.71,3.58,7.51,34.3,2.42,11.9);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5324','2015',1.43,-0.26,-15.4,1.12,-0.09,-7.58,78.8,6.69,-1.68,-0.36,-27.4,-118,-39.6,-2.21,-0.92,-70.6,-163,-80.2,-2.87,-1.17,-26.8,-11.3,-9.49,-2.21);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5324','2014',1.68,-32.1,-95,1.22,-12.2,-90.9,72.1,32.5,-1.32,-11.5,-113,-78.2,-108,-1.3,-11,-113,-82.8,-111,-1.7,-14.41,-15.4,-209,-7.28,-48.3);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5324','2013',33.8,32.4,2320,13.4,12.2,1021,39.7,-46,10.2,12,670,30.2,158,9.7,11.6,621,28.4,167,12.71,15.64,193,235,41,47);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5324','2012',1.4,-14.2,-91,1.2,-6.01,-83.4,85.6,39.4,-1.79,-5.74,-145,-128,-153,-1.86,-4.27,-177,-139,-153,-2.93,-7.85,-41.5,-70.7,-5.98,-14);
