insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6128','24Q2',27.7,0.81,3.03,11.7,0.58,5.19,42.2,0.86,2.5,-0.3,-10.6,9.04,-1.38,2.06,-0.1,-4.47,7.46,-0.59,1.62,-0.07,9.89,-0.96,4.94,-0.57);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6128','2023',53.1,-3.89,-6.82,22.1,-0.1,-0.46,41.6,2.66,5.26,0.25,5.03,9.9,1.12,4.33,-2.45,-36.2,8.15,-3.75,3.4,-1.92,10.7,-8.06,5.4,-3.89);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6128','2022',57,7.79,15.8,22.2,2.68,13.7,38.9,-0.73,5.01,0.79,18.6,8.79,0.21,6.79,3.42,102,11.9,5.06,5.32,2.68,18.7,8.27,9.29,4.23);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6128','2021',49.2,6.85,16.2,19.5,3.57,22.4,39.7,2.02,4.22,3.6,582,8.58,7.12,3.37,1.88,126,6.84,3.33,2.64,1.48,10.5,5.97,5.06,2.86);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6128','2020',42.4,-20.6,-32.7,16,-6.39,-28.6,37.6,2.14,0.62,-4.07,-86.8,1.46,-5.99,1.49,-2.03,-57.8,3.51,-2.09,1.16,-1.6,4.49,-5.73,2.2,-2.93);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6128','2019',62.9,-4.96,-7.31,22.3,0.39,1.79,35.5,3.17,4.69,0.95,25.3,7.45,1.94,3.52,3.11,749,5.59,4.98,2.76,2.4,10.2,8.68,5.13,4.44);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6128','2018',67.9,51.1,303,22,14.7,204,32.3,-10.5,3.74,1.44,62.5,5.51,-8.15,0.41,-4.16,-90.9,0.61,-26.5,0.36,-4.86,1.54,-23,0.69,-9.54);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6128','2017',16.9,-2.33,-12.1,7.22,-2.07,-22.3,42.8,-5.59,2.3,-2.42,-51.2,13.7,-11,4.58,0.81,21.6,27.1,7.52,5.22,1.02,24.5,3.86,10.2,-0.08);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6128','2016',19.2,0.1,0.51,9.29,0.99,11.9,48.4,4.93,4.73,1.21,34.5,24.6,6.22,3.76,0.39,11.7,19.6,1.96,4.2,0.5,20.7,2.07,10.3,1.11);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6128','2015',19.1,0.52,2.78,8.3,0.47,5.96,43.5,1.3,3.51,0.13,3.92,18.4,0.2,3.37,0.57,20.2,17.7,2.56,3.7,0.62,18.6,2.2,9.2,0.36);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6128','2014',18.6,1.32,7.62,7.83,1.05,15.5,42.2,2.89,3.38,0.67,24.8,18.2,2.51,2.8,0.61,27.6,15.1,2.36,3.08,0.67,16.4,2.79,8.83,0.01);
