insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5493','25Q1',12.6,2.09,19.9,1.6,0.28,21.5,12.8,0.16,0.94,0.3,47.3,7.47,1.39,0.58,0.27,89.5,8.87,2.35,1.32,0.59,14.3,4.35,7.94,2.56);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5493','2024',45,8.02,21.7,6.18,0.67,12.2,13.7,-1.16,2.92,0.47,19,6.47,-0.14,1.83,-0.88,-32.5,7.77,-3.64,4.2,-2.32,11.9,-4.46,6.52,-1.94);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5493','2023',37,-1.21,-3.17,5.51,-0.99,-15.2,14.9,-2.12,2.45,-0.78,-24.2,6.62,-1.84,2.71,0.96,54.9,11.4,1.68,6.52,2.3,16.3,0.94,8.46,0.26);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5493','2022',38.2,7.03,22.5,6.5,1.05,19.3,17,-0.46,3.23,0.31,10.5,8.45,-0.92,1.75,-0.16,-8.27,9.73,-1.8,4.22,-0.43,15.4,0.08,8.2,-0.84);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5493','2021',31.2,3.68,13.4,5.45,0.84,18.1,17.5,0.7,2.93,0.74,33.6,9.38,1.42,1.91,0.69,57,11.5,2.09,4.65,1.8,15.3,3.64,9.04,1.85);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5493','2020',27.5,2.55,10.2,4.62,0.31,7.16,16.8,-0.48,2.19,0.42,23.9,7.96,0.88,1.22,-0.69,-36.1,9.44,-2.6,2.85,-1.47,11.7,-2.64,7.19,-1.76);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5493','2019',25,1.03,4.31,4.31,-0.34,-7.26,17.2,-2.15,1.77,-0.22,-11,7.08,-1.22,1.9,0.8,72.1,12,2.76,4.32,1.82,14.3,2.83,8.95,1.64);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5493','2018',23.9,1.56,6.96,4.64,0.6,14.7,19.4,1.31,1.99,0.06,3.31,8.3,-0.29,1.11,0.29,35.8,9.28,0.71,2.5,0.66,11.5,0.97,7.32,0.52);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5493','2017',22.4,1,4.7,4.05,0.02,0.41,18.1,-0.77,1.92,0.06,3.4,8.6,-0.11,0.81,-0.49,-37.4,8.56,-2.49,1.84,-1.1,10.5,-2.45,6.79,-1.66);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5493','2016',21.4,-1.33,-5.85,4.03,-0.95,-19,18.9,-3.08,1.86,-0.45,-19.6,8.7,-1.49,1.3,-0.08,-5.45,11.1,-0.42,2.94,-0.17,13,-1.62,8.46,-0.58);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5493','2015',22.7,4.46,24.4,4.98,0.67,15.5,21.9,-1.7,2.31,0.3,15.1,10.2,-0.82,1.38,0.37,36.2,11.5,-0.61,3.11,0.67,14.6,1.9,9.04,1.49);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5493','2014',18.3,-0.76,-3.98,4.31,-0.05,-1.17,23.6,0.67,2.01,0.07,3.72,11,0.82,1.01,-0.19,-15.9,12.1,-0.07,2.44,-0.47,12.7,-1.1,7.55,-0.61);
