insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5534','25Q1',11.2,5.8,107,6.06,3.99,193,53.9,15.9,5.1,3.99,359,45.3,24.9,2.54,1.67,192,35.1,19.2,0.87,0.57,7.38,5.65,3.34,2.58);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5534','2024',121,22.7,23.2,43.3,13.9,47.2,35.9,5.84,34.1,11.2,48.7,28.2,4.84,22.8,4.42,24.1,23,4.24,7.85,1.53,13.4,4.21,6.01,2.03);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5534','2023',98,10.9,12.6,29.4,-8.81,-23,30.1,-13.9,22.9,-10.1,-30.5,23.4,-14.5,18.4,-10.2,-35.6,18.7,-14,6.32,-3.5,9.18,-5.77,3.98,-2.48);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5534','2022',87,38.5,79.5,38.3,19.8,107,44,5.9,32.9,17.8,117,37.9,6.55,28.5,15.7,123,32.8,6.37,9.82,5.41,14.9,7.97,6.47,3.09);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5534','2021',48.5,-43.5,-47.3,18.5,-11.3,-38,38.1,5.69,15.2,-9.87,-39.4,31.3,4.07,12.8,-13.4,-51.1,26.4,-2.09,4.41,-4.61,6.98,-7.54,3.38,-4.75);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5534','2020',92,-4.2,-4.37,29.8,-7.31,-19.7,32.4,-6.18,25,-6.58,-20.8,27.2,-5.66,26.2,-5.52,-17.4,28.5,-4.5,9.02,-1.91,14.5,-4.03,8.13,-2.75);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5534','2019',96.2,-24.9,-20.6,37.1,-9.31,-20.1,38.5,0.23,31.6,-10.5,-24.9,32.9,-1.9,31.7,-9.93,-23.8,33,-1.42,10.93,-3.41,18.5,-8.87,10.9,-3.48);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5534','2018',121,51.3,73.6,46.4,16.9,57.2,38.3,-4.01,42.1,15.4,57.8,34.8,-3.48,41.6,11.2,36.9,34.4,-9.23,14.34,3.86,27.4,4.28,14.4,3.98);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5534','2017',69.7,16.7,31.6,29.5,14.5,97.1,42.3,14.1,26.7,14,111,38.3,14.4,30.4,2.62,9.43,43.6,-8.84,10.48,0.79,23.1,-1.87,10.4,0.61);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5534','2016',53,21.8,70,15,3.58,31.4,28.3,-8.3,12.7,4.3,51.5,23.9,-2.93,27.8,21.1,315,52.5,31,9.69,7.25,25,18.3,9.77,7.35);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5534','2015',31.2,-20.9,-40.2,11.4,-14.5,-56.1,36.6,-13.2,8.36,-11.9,-58.7,26.8,-12,6.71,-12.2,-64.4,21.5,-14.7,2.44,-4.78,6.73,-12.1,2.42,-4.92);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('5534','2014',52.1,-30.2,-36.7,25.9,-29.7,-53.4,49.8,-17.8,20.2,-33.3,-62.2,38.8,-26.2,18.9,-31.8,-62.8,36.2,-25.3,7.22,-13.14,18.8,-40.2,7.34,-16.8);
