insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('4549','25Q1',2.94,-0.13,-4.19,1.68,0.03,2.01,57.1,3.47,0.51,-0.1,-16,17.4,-2.45,0.58,-0.07,-10.6,19.6,-1.4,1.03,-0.15,11.5,-2.65,8.35,-3.07);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('4549','2024',12.8,-0.87,-6.37,6.99,-0.24,-3.38,54.6,1.69,2.71,-0.41,-13.3,21.1,-1.68,2.64,-0.04,-1.53,20.6,1.01,4.72,-0.17,14.1,-1.29,10.7,-1.23);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('4549','2023',13.7,-0.66,-4.58,7.23,-0.45,-5.9,52.9,-0.74,3.12,-0.4,-11.5,22.8,-1.77,2.68,-0.57,-17.4,19.6,-3.05,4.89,-1.7,15.4,-4.7,11.9,-2.96);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('4549','2022',14.3,1.6,12.6,7.69,0.45,6.18,53.6,-3.25,3.52,0.15,4.45,24.6,-1.92,3.24,0.48,17.6,22.6,0.96,6.59,0.32,20.1,1.35,14.9,1.15);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('4549','2021',12.7,2.66,26.4,7.24,1.38,23.5,56.9,-1.33,3.37,0.79,30.6,26.5,0.84,2.76,0.46,20,21.7,-1.15,6.27,0.78,18.8,2.21,13.8,1.02);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('4549','2020',10.1,-1.03,-9.29,5.86,-0.53,-8.26,58.2,0.66,2.58,-0.1,-3.71,25.7,1.49,2.3,0.16,7.41,22.8,3.55,5.49,0.38,16.5,0.64,12.7,-0.29);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('4549','2019',11.1,0.16,1.44,6.39,0.16,2.53,57.6,0.61,2.68,0.08,3.11,24.2,0.39,2.14,-0.02,-0.74,19.3,-0.42,5.11,-0.24,15.9,-0.39,13,-0.63);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('4549','2018',10.9,0.33,3.15,6.23,0.32,5.38,57,1.21,2.6,0.27,11.5,23.8,1.78,2.16,0.2,10.3,19.7,1.27,5.35,0.51,16.3,1.01,13.7,0.78);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('4549','2017',10.6,1.95,22.5,5.91,0.96,19.4,55.7,-1.44,2.34,0.45,24.1,22,0.28,1.96,0.28,16.8,18.4,-0.91,4.84,0.49,15.3,1.64,12.9,1.34);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('4549','2016',8.66,0.37,4.42,4.95,0.19,3.97,57.2,-0.25,1.88,0.48,34.5,21.7,4.87,1.67,0.35,26.9,19.3,3.42,4.35,0.85,13.6,2.82,11.5,2.39);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('4549','2015',8.29,-0.86,-9.44,4.76,-0.64,-11.8,57.4,-1.54,1.4,-0.77,-35.6,16.9,-6.85,1.32,-0.61,-31.6,15.9,-5.14,3.5,-2.18,10.8,-8.36,9.15,-6.4);
