insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3555','25Q1',0.06,-0.12,-66.2,0.01,-0.02,-71.4,15.6,-2.81,-0.1,-0.04,-59,-155,-122,-0.15,-0.03,-22.3,-268,-196,-0.51,-0.02,-24.3,8.33,-19.6,-4.09);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3555','2024',0.65,0,-0.63,0.18,0.03,17,27.5,4.14,-0.27,-0.06,-26.8,-41.3,-8.93,-0.05,0.13,71.5,-10,18.1,-0.19,0.52,-2.82,7.54,-1.85,4.28);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3555','2023',0.65,0.42,182,0.15,0.08,109,23.4,-8.12,-0.21,0.11,34.7,-32.4,107,-0.18,0.92,83.3,-28.1,446,-0.71,3.56,-10.4,35.6,-6.13,25);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3555','2022',0.23,0.04,23.9,0.07,0.03,88.6,31.5,10.8,-0.32,0.05,13.7,-140,60.9,-1.1,-1.34,-558,-474,-602,-4.27,-5.2,-46,-54.4,-31.1,-37);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3555','2021',0.19,-1.33,-87.7,0.04,-0.05,-54.6,20.7,15.1,-0.38,-0.06,-20.1,-201,-180,0.24,0.87,138,128,170,0.93,2.71,8.44,29.3,5.9,21.6);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3555','2020',1.52,-0.12,-7.3,0.09,0.42,125,5.62,26.3,-0.31,0.56,64,-20.6,32.4,-0.63,-0.11,-20.5,-41.7,-9.61,-1.78,-0.3,-20.8,-6.31,-15.7,-3.74);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3555','2019',1.64,-0.52,-24,-0.34,-0.38,-1026,-20.7,-22.4,-0.87,-0.41,-90.1,-53,-31.8,-0.53,-0.34,-182,-32.1,-23.4,-1.48,-0.95,-14.5,-10.1,-11.9,-7.79);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3555','2018',2.16,-0.34,-13.8,0.04,-0.2,-84.3,1.7,-7.63,-0.46,-0.16,-56.1,-21.2,-9.49,-0.19,-0.99,-123,-8.66,-40.6,-0.53,-2.78,-4.45,-22.7,-4.14,-21.4);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3555','2017',2.5,0.56,28.7,0.23,-0.1,-30.2,9.32,-7.87,-0.29,-0.39,-409,-11.7,-16.6,0.8,0.68,583,32,25.9,2.25,1.89,18.3,13.7,17.3,13.3);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3555','2016',1.94,-1.37,-41.3,0.33,0.15,82.5,17.2,11.7,0.09,3,103,4.87,92.6,0.12,2.98,104,6.02,92.4,0.36,13.68,4.59,198,3.93,117);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('3555','2015',3.31,-0.04,-1.07,0.18,-0.69,-79.1,5.53,-20.7,-2.9,0.27,8.56,-87.7,7.18,-2.86,0.32,10.1,-86.4,8.69,-13.32,-5.82,-193,-90.8,-113,-49.7);
