insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2453','25Q1',14.7,0.73,5.25,3.68,0.1,2.74,25,-0.61,1.09,0.17,18.4,7.42,0.83,0.89,0.03,3.74,6,-0.02,0.89,0.03,16.9,0.34,7.7,0.32);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2453','2024',69.3,5.49,8.6,17.9,1.28,7.71,25.8,-0.21,3.15,0.29,10.3,4.54,0.07,3.06,0.28,10.1,4.39,0.06,3.06,0.28,14.2,0.9,6.27,0.3);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2453','2023',63.8,4.33,7.28,16.6,1.42,9.38,26,0.5,2.85,0.21,7.96,4.47,0.03,2.78,0.28,11,4.33,0.22,2.78,0.27,13.3,1.1,5.96,0.31);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2453','2022',59.5,0.81,1.38,15.2,0.94,6.62,25.5,1.25,2.64,0.1,3.76,4.44,0.1,2.51,0.35,16.2,4.12,0.45,2.51,0.35,12.2,1.05,5.65,0.61);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2453','2021',58.7,1.12,1.94,14.2,1.13,8.64,24.3,1.5,2.55,0.91,56,4.34,1.5,2.16,0.46,27,3.66,0.76,2.16,0.46,11.1,2.12,5.04,1.17);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2453','2020',57.6,-1.53,-2.59,13.1,0.67,5.37,22.8,1.72,1.63,0.63,63,2.84,1.14,1.7,0.41,31.6,2.9,0.78,1.7,0.41,9,2,3.88,0.61);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2453','2019',59.1,11.8,25.1,12.4,1.34,12.1,21,-2.44,1,0.64,174,1.7,0.92,1.29,0.66,105,2.11,0.84,1.29,0.66,7,3.57,3.26,1.53);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2453','2018',47.3,-0.76,-1.59,11.1,0.39,3.64,23.5,1.19,0.37,-0.25,-40.4,0.77,-0.5,0.63,-0.28,-30.9,1.27,-0.54,0.63,-0.28,3.43,-1.55,1.73,-0.8);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2453','2017',48,8.97,23,10.7,1.2,12.6,22.3,-2.05,0.61,0.1,18.5,1.28,-0.05,0.91,0.25,36.9,1.81,0.21,0.91,0.25,4.97,1.38,2.53,0.63);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2453','2016',39.1,0.02,0.05,9.51,0.02,0.22,24.4,0.04,0.52,-0.12,-19.2,1.33,-0.32,0.66,0.01,1.61,1.6,-0.06,0.66,0.01,3.59,-0.12,1.9,-0.01);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2453','2015',39,-7.26,-15.7,9.49,-0.7,-6.82,24.3,2.31,0.64,-0.16,-20.4,1.64,-0.1,0.65,-0.32,-32.7,1.66,-0.46,0.65,-0.32,3.71,-1.95,1.91,-0.97);
