insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','25Q1',16,2.57,19.1,3.59,0.71,24.6,22.4,0.98,1.53,0.49,47.8,9.56,1.85,1,-0.3,-22.8,9.71,-3.48,1.17,-0.34,13.3,-4.87,8.14,-2.52);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2024',74.1,7.62,11.5,15.6,0.76,5.13,21,-1.26,7.48,0.23,3.18,10.1,-0.81,6.3,2.6,70,10.6,1.24,7.33,3.02,17.7,1.25,11,2.23);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2023',66.5,3.79,6.04,14.8,2.82,23.6,22.2,3.16,7.25,3,70.8,10.9,4.13,3.71,0.28,8.24,9.4,1.96,4.31,0.11,16.4,0.94,8.72,1.6);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2022',62.7,7.15,12.9,12,2.11,21.4,19.1,1.33,4.24,0.61,16.7,6.77,0.22,3.43,0.71,26.2,7.44,2.24,4.2,0.87,15.5,3.09,7.12,1.63);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2021',55.5,1.95,3.65,9.86,0.62,6.71,17.8,0.51,3.63,0.41,12.6,6.54,0.52,2.72,0.28,11.5,5.2,0.39,3.33,0.36,12.4,1.19,5.49,0.62);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2020',53.6,-2.73,-4.85,9.24,-0.66,-6.68,17.2,-0.34,3.23,0.13,4.26,6.02,0.53,2.44,-0.08,-3.15,4.81,0.49,2.97,-0.06,11.2,0.95,4.87,1.26);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2019',56.3,-6.29,-10.1,9.9,2.04,26,17.6,5.03,3.1,1.64,112,5.5,3.17,2.52,-1.24,-33,4.33,-1.25,3.03,-1.48,10.3,-4.87,3.61,-0.04);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2018',62.6,-8.27,-11.7,7.86,-2.55,-24.5,12.6,-2.13,1.46,-3.55,-70.9,2.33,-4.73,3.75,4.69,502,5.57,7.07,4.51,5.63,15.1,19.6,3.65,4.61);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2017',70.9,12.6,21.6,10.4,-0.57,-5.22,14.7,-4.16,5,-0.24,-4.63,7.06,-1.94,-0.93,-4.3,-128,-1.5,-7.25,-1.12,-5.16,-4.5,-18.2,-0.96,-4.04);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2016',58.3,7.63,15.1,11,1.83,20,18.9,0.77,5.25,1.89,56.5,9,2.38,3.37,-1.66,-33,5.75,-4.08,4.04,-2,13.7,-8.14,3.08,-1.93);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2015',50.6,-1.45,-2.78,9.16,1.27,16.1,18.1,2.94,3.35,1.9,131,6.62,3.83,5.03,0.66,15.1,9.83,1.33,6.04,0.79,21.8,2.3,5.02,-0.09);
