insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2029','25Q1',38,4.96,15,4.38,1.01,30.1,11.5,1.34,1.94,0.31,18.7,5.1,0.16,1.75,0.18,11.5,4.68,-0.08,0.54,0.05,7,0.64,6.13,0.41);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2029','2024',137,13,10.5,13.1,-0.44,-3.22,9.6,-1.36,6.25,-1.23,-16.5,4.57,-1.48,5.81,-0.46,-7.35,4.31,-0.78,1.81,-0.14,5.81,-0.56,5.26,-0.59);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2029','2023',124,-4.07,-3.18,13.6,1.51,12.5,11,1.53,7.49,2.19,41.3,6.04,1.9,6.27,1.22,24.2,5.09,1.22,1.95,0.38,6.37,1.36,5.86,1.43);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2029','2022',128,-15.6,-10.9,12.1,-9.41,-43.8,9.44,-5.53,5.3,-10.3,-66,4.14,-6.73,5.05,-7.59,-60,3.87,-5.06,1.57,-2.37,5.02,-8.56,4.43,-7.32);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2029','2021',144,49.7,53,21.5,12.8,148,15,5.72,15.6,11.8,312,10.9,6.83,12.6,10.2,411,8.93,6.23,3.94,3.17,13.6,10.7,11.7,9.17);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2029','2020',93.8,-4.96,-5.02,8.67,2.84,48.8,9.24,3.34,3.78,3.06,421,4.03,3.3,2.47,2.13,614,2.7,2.4,0.77,0.66,2.88,2.53,2.58,2.26);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2029','2019',98.8,-14,-12.4,5.83,-1.24,-17.6,5.9,-0.37,0.73,-0.57,-44.1,0.73,-0.42,0.35,-0.73,-67.8,0.3,-0.56,0.11,-0.22,0.35,-0.74,0.31,-0.65);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2029','2018',113,-24.9,-18.1,7.07,-10.4,-59.6,6.27,-6.45,1.3,-8.7,-87,1.15,-6.11,1.07,-6.36,-85.6,0.86,-4.58,0.33,-1.99,1.09,-7.12,0.97,-6.04);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2029','2017',138,9.35,7.28,17.5,-6.61,-27.4,12.7,-6.08,9.99,-7.23,-42,7.26,-6.17,7.44,-5.27,-41.5,5.44,-4.61,2.32,-1.64,8.21,-7.11,7.01,-5.55);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2029','2016',128,-0.58,-0.45,24.1,8.19,51.3,18.8,6.43,17.2,9.06,111,13.4,7.09,12.7,13.6,1481,10,10.7,3.96,4.25,15.3,16.5,12.6,13.5);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('2029','2015',129,-32.9,-20.3,15.9,-2.09,-11.6,12.4,1.22,8.16,-0.56,-6.38,6.33,0.94,-0.92,-5.27,-121,-0.7,-3.31,-0.29,-1.65,-1.14,-6.31,-0.91,-5.06);
