insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','24Q2',3.29,0.41,14.1,0.59,0.1,20.8,18,1.01,0.21,0.14,198,6.53,4.03,0.25,0.14,135,7.52,3.86,1.44,0.83,13.8,7.83,7.73,4.55);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','2023',5.31,-1.33,-20.1,0.91,-0.42,-31.8,17.1,-2.94,0.08,-0.3,-78,1.58,-4.17,0.14,-0.3,-67.2,2.73,-3.92,0.84,-1.72,4.05,-8.07,2.28,-4.06);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','2022',6.64,-2.36,-26.2,1.33,-0.4,-23.3,20,0.76,0.38,-0.41,-51.7,5.76,-3.03,0.44,-0.17,-27.7,6.65,-0.13,2.56,-0.98,12.1,-5.66,6.35,-3.04);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','2021',9,2.21,32.6,1.73,0.71,69,19.3,4.15,0.79,0.35,80.8,8.79,2.34,0.61,0.25,71.1,6.78,1.53,3.54,1.47,17.8,6.83,9.38,3.21);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','2020',6.79,null,null,1.03,null,null,15.1,null,0.44,null,null,6.44,null,0.36,null,null,5.26,null,2.07,null,10.9,null,6.17,null);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','2018',5.96,-0.57,-8.77,0.9,-0.15,-13.9,15.1,-0.91,0.2,-0.15,-42.8,3.41,-2.03,0.27,-0.01,-2.07,4.46,0.3,1.08,-0.02,6.87,-0.38,4.6,-0.32);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','2017',6.53,1.29,24.5,1.05,0.27,33.9,16,1.13,0.36,0.28,389,5.44,4.06,0.27,0.24,905,4.15,3.64,1.1,0.99,7.25,6.51,4.92,4.38);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','2016',5.24,-0.18,-3.27,0.78,-0.02,-2.19,14.9,0.16,0.07,0.12,251,1.38,2.27,0.03,0,-14.6,0.51,-0.07,0.11,-0.02,0.74,-0.11,0.54,-0.09);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','2015',5.42,-0.23,-4.09,0.8,0.23,39.5,14.8,4.61,-0.05,0.22,82.1,-0.89,3.87,0.03,0.28,113,0.58,5.04,0.13,1.15,0.85,7.44,0.63,5.3);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','2014',5.65,-1.47,-20.7,0.57,-0.43,-42.8,10.1,-3.93,-0.27,-0.35,-424,-4.75,-5.92,-0.25,-0.33,-439,-4.45,-5.5,-1.02,-1.32,-6.59,-8.54,-4.67,-5.96);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','2013',7.13,0.03,0.47,1,0.17,20.1,14.1,2.3,0.08,0.25,149,1.16,3.53,0.07,0.21,154,1.04,2.98,0.3,0.85,1.95,5.36,1.3,3.43);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','2012',7.09,-3.19,-31,0.84,-0.5,-37.5,11.8,-1.21,-0.17,-0.61,-138,-2.37,-6.63,-0.14,-0.62,-128,-1.93,-6.63,-0.55,-2.52,-3.41,-15.2,-2.14,-8.42);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','2011',10.3,-3.26,-24.1,1.34,-0.77,-36.5,13,-2.53,0.44,-0.6,-57.9,4.26,-3.43,0.48,-0.26,-34.8,4.7,-0.77,1.97,-1.51,11.8,-8.16,6.29,-3.71);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','2010',13.5,5.75,73.8,2.1,0.96,84.6,15.5,0.91,1.04,0.74,241,7.69,3.78,0.74,0.44,145,5.47,1.59,3.48,2.06,19.9,11.1,10,4.8);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','2009',7.79,0.67,9.42,1.14,0.06,5.76,14.6,-0.51,0.31,0.33,1565,3.92,4.21,0.3,0.23,296,3.88,2.81,1.42,1.05,8.78,6.58,5.2,3.88);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','2008',7.12,-1.7,-19.3,1.08,-0.68,-38.8,15.1,-4.8,-0.02,-0.87,-102,-0.29,-9.86,0.08,-0.6,-88.7,1.07,-6.57,0.37,-2.9,2.2,-17.6,1.32,-9.74);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','2007',8.83,1.94,28.2,1.76,0.38,27.3,19.9,-0.14,0.85,0.16,23.2,9.57,-0.39,0.67,0.09,14.9,7.65,-0.89,3.27,0.43,19.8,0.31,11.1,-0.37);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','2006',6.89,1.51,28,1.38,0.34,32.7,20.1,0.7,0.69,0.29,71.1,9.96,2.51,0.59,0.27,84.7,8.53,2.62,2.84,1.3,19.5,8.03,11.4,4.07);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','2005',5.38,0.44,8.89,1.04,-0.25,-19.5,19.4,-6.81,0.4,-0.27,-40,7.45,-6.07,0.32,-0.15,-31.7,5.92,-3.52,1.54,-0.79,11.4,-6.34,7.37,-4.29);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','2004',4.94,0.95,23.8,1.29,0.32,33.1,26.2,1.83,0.67,0.29,74.9,13.5,3.95,0.47,0.13,36.8,9.43,0.89,2.33,1.2,17.8,6.87,11.7,3.9);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','2003',3.99,0.25,6.56,0.97,0.01,0.93,24.3,-1.36,0.38,0,0.23,9.57,-0.6,0.34,-0.02,-5.74,8.54,-1.11,1.13,0,10.9,0.96,7.76,-0.06);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','2002',3.74,0.66,21.4,0.96,0.36,58.7,25.7,6.05,0.38,0.33,652,10.2,8.53,0.36,0.21,137,9.65,4.71,1.13,0.65,9.94,5.61,7.82,4.3);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('8041','2001',3.08,null,null,0.61,null,null,19.7,null,0.05,null,null,1.64,null,0.15,null,null,4.95,null,0.48,null,4.33,null,3.52,null);
