insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1414','25Q1',1.33,-0.07,-4.83,0.18,-0.02,-9.33,13.3,-0.66,0,-0.01,-121,-0.11,-0.61,-0.05,-0.23,-128,-3.84,-16.8,-0.02,-0.1,-0.65,-2.97,-0.47,-2.08);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1414','2024',5.24,-0.43,-7.55,0.67,0.26,64.8,12.8,5.62,-0.16,0.21,57.2,-3.05,3.54,0.57,0.24,72.5,10.8,5.02,0.26,0.11,1.8,0.75,1.28,0.55);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1414','2023',5.67,-1.22,-17.7,0.41,-1.25,-75.5,7.18,-16.9,-0.37,-1.18,-146,-6.58,-18.3,0.33,-0.72,-68.5,5.8,-9.35,0.15,-0.32,1.05,-2.25,0.73,-1.57);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1414','2022',6.89,-1.21,-14.9,1.66,-0.19,-10.3,24.1,1.24,0.81,-0.21,-21,11.7,-0.9,1.04,-0.38,-26.8,15.1,-2.45,0.47,-0.18,3.3,-1.2,2.3,-0.86);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1414','2021',8.1,1.07,15.3,1.85,1.22,194,22.8,13.9,1.02,1.14,946,12.6,14.4,1.43,0.84,143,17.6,9.26,0.65,0.38,4.5,2.62,3.16,1.86);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1414','2020',7.02,-0.88,-11.2,0.63,0.49,355,8.95,7.2,-0.12,0.53,81.3,-1.72,6.47,0.59,0.22,60.9,8.34,3.74,0.27,0.1,1.88,0.71,1.3,0.5);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1414','2019',7.91,-1.84,-18.9,0.14,-0.71,-83.6,1.75,-6.92,-0.65,-0.71,-1116,-8.19,-8.84,0.36,-0.02,-5.4,4.6,0.66,0.17,0,1.18,-0.06,0.8,-0.05);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1414','2018',9.75,1.82,22.9,0.84,0.43,104,8.67,3.43,0.06,0.49,115,0.65,6,0.38,-0.51,-57.1,3.95,-7.36,0.17,-0.24,1.24,-1.66,0.86,-1.1);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1414','2017',7.93,-2.11,-21,0.42,-0.33,-43.9,5.23,-2.14,-0.42,-0.27,-178,-5.34,-3.82,0.9,0.93,2929,11.3,11.6,0.41,0.42,2.9,3,1.95,2.02);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1414','2016',10,-0.89,-8.18,0.74,0.25,50.8,7.38,2.89,-0.15,0,-0.25,-1.52,-0.13,-0.03,-0.1,-144,-0.32,-0.98,-0.01,-0.04,-0.1,-0.33,-0.07,-0.22);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('1414','2015',10.9,-2.19,-16.7,0.49,-0.21,-30,4.49,-0.85,-0.15,-0.21,-385,-1.39,-1.8,0.07,-0.39,-84.3,0.66,-2.83,0.03,-0.18,0.23,-1.2,0.15,-0.84);
